21048,25
21049,55
21050,49
21051,33
21052,48
21053,54
21054,18
21055,44
21056,40
21057,43
21058,44
21059,50
21060,54
21061,54
21062,54
21063,60
21064,60
21065,14
21066,23
21067,38
21068,38
21069,40
21070,44
21071,53
21072,55
21073,60
21074,60
21075,60
21076,38
21077,36
21078,53
21079,55
21080,60
21081,60
21082,60
21083,54
21084,49
21085,50
21086,54
21087,55
21088,60
21089,60
21090,54
21091,60
21092,54
21093,55
21094,60
21095,21
21096,36
21097,36
21098,48
21099,54
21100,54
21101,36
21102,54
21103,11
21104,36
21105,40
21106,40
21107,44
21108,50
21109,50
21110,53
21111,54
21112,55
21113,36
21114,54
21115,54
21116,55
21117,55
21118,60
21119,49
21120,60
21121,60
21122,36
21123,53
21124,36
21125,21
21126,23
21127,36
21128,50
21129,53
21130,53
21131,55
21132,55
21133,6
21134,41
21135,54
21136,54
21137,55
21138,18
21139,54
21140,54
21141,60
21142,53
21143,40
21144,44
21145,53
21146,54
21147,54
21148,55
21149,53
21150,60
21151,60
21152,53
21153,53
21154,53
21155,54
21156,54
21157,55
21158,55
21159,60
21160,60
21161,60
21162,44
21163,53
21164,38
21165,38
21166,54
21167,60
21168,60
21169,60
21170,40
21171,60
21172,38
21173,38
21174,23
21175,54
21176,55
21177,36
21178,53
21179,13
21180,54
21181,53
21182,21
21183,48
21184,60
21185,48
21186,54
21187,54
21188,53
21189,56
21190,36
21191,54
21192,53
21193,54
21194,54
21195,60
21196,48
21197,23
21198,36
21199,54
21200,55
21201,60
21202,23
21203,36
21204,36
21205,38
21206,38
21207,38
21208,44
21209,50
21210,54
21211,54
21212,54
21213,62
21214,62
21215,62
21216,62
21217,0
21218,16
21219,38
21220,38
21221,38
21222,38
21223,38
21224,38
21225,38
21226,38
21227,44
21228,44
21229,44
21230,54
21231,54
21232,54
21233,55
21234,55
21235,58
21236,60
21237,60
21238,23
21239,36
21240,36
21241,38
21242,38
21243,44
21244,50
21245,55
21246,12
21247,36
21248,55
21249,38
21250,38
21251,38
21252,54
21253,18
21254,36
21255,36
21256,38
21257,53
21258,55
21259,25
21260,36
21261,36
21262,36
21263,38
21264,38
21265,49
21266,53
21267,54
21268,55
21269,55
21270,36
21271,38
21272,38
21273,38
21274,54
21275,58
21276,54
21277,11
21278,36
21279,36
21280,44
21281,44
21282,54
21283,54
21284,54
21285,55
21286,36
21287,38
21288,55
21289,60
21290,9
21291,23
21292,23
21293,23
21294,36
21295,36
21296,36
21297,36
21298,36
21299,36
21300,38
21301,38
21302,38
21303,44
21304,49
21305,53
21306,54
21307,54
21308,54
21309,54
21310,54
21311,54
21312,55
21313,54
21314,49
21315,54
21316,55
21317,33
21318,54
21319,55
21320,59
21321,55
21322,36
21323,54
21324,55
21325,55
21326,60
21327,60
21328,60
21329,38
21330,38
21331,44
21332,54
