21694,1,21048,0.00537134
21695,21048,21049,0.0013711399999999999
21696,21049,2,0.0103498
21697,2,21050,0.00474167
21698,21050,3,0.00753733
21699,3,21051,0.000301746
21700,21051,21052,0.009416764
21701,21052,21053,0.00833133
21702,21053,4,0.00971182
21703,5,21054,0.0105136
21704,21054,8,0.0014944
21705,7,21055,0.00181596
21706,21055,265,0.0013970400000000002
21707,9,21056,0.00020463
21708,21056,21057,0.0047550100000000005
21709,21057,21058,0.00280299
21710,21058,21059,0.0033101600000000004
21711,21059,21060,0.00011619000000000039
21712,21060,21061,0.0007692600000000008
21713,21061,21062,0.0007496200000000003
21714,21062,21063,0.00018446999999999995
21715,21063,21064,0.0026086900000000003
21716,21064,10,0.00579092
21717,9,21065,0.0140345
21718,21065,21066,0.0009044999999999991
21719,21066,21067,0.0006652999999999989
21720,21067,21068,0.01154993
21721,21068,21069,0.00795323
21722,21069,21070,0.000904470000000001
21723,21070,21071,0.0020606700000000006
21724,21071,21072,0.011459732
21725,21072,21073,0.002784692
21726,21073,21074,6.503999999999972e-05
21727,21074,21075,0.0009086400000000001
21728,21075,36,0.01638044
21729,10,21076,0.00798063
21730,21076,11,0.005257369999999999
21731,11,21077,0.00325917
21732,21077,21078,0.0013256499999999998
21733,21078,21079,0.0025283999999999997
21734,21079,21080,0.02041388
21735,21080,21081,0.015475409999999998
21736,21081,21082,0.0044893599999999995
21737,21082,12,0.02552147
21738,12,21083,0.0124186
21739,21083,13,0.0039033999999999996
21740,13,21084,0.026261
21741,21084,21085,0.003532500000000001
21742,21085,21086,0.0189565
21743,21086,21087,0.0101124
21744,21087,21088,0.006487
21745,21088,21089,0.0032972999999999995
21746,21089,14,0.0014563000000000041
21747,14,21090,0.00355861
21748,21090,21091,0.0007780899999999999
21749,21091,15,0.0047683000000000005
21750,15,21092,0.00503138
21751,21092,21093,0.006128719999999999
21752,21093,21094,0.0029691499999999985
21753,21094,16,0.00451705
21754,16,21095,0.0196091
21755,21095,21096,0.0072951000000000005
21756,21096,21097,0.005910799999999999
21757,21097,21098,0.0013843000000000015
21758,21098,21099,0.004788500000000001
21759,21099,21100,0.003717699999999999
21760,21100,17,0.015545100000000001
21761,17,21101,0.00783265
21762,21101,21102,0.0008760399999999998
21763,21102,18,0.0026793900000000002
21764,18,21103,0.00351753
21765,21103,21104,0.0010145100000000002
21766,21104,21105,0.007116300000000001
21767,21105,21106,0.004462390000000001
21768,21106,21107,0.00352857
21769,21107,21108,0.00040883999999999994
21770,21108,21109,0.0010798729999999999
21771,21109,21110,0.006625053
21772,21110,21111,0.0005458999999999993
21773,21111,21112,0.0007337000000000003
21774,21112,19,0.007906219999999999
21775,19,21113,0.00725537
21776,21113,21114,0.0002863000000000006
21777,21114,21115,0.00162539
21778,21115,21116,0.0040518
21779,21116,21117,0.001717758
21780,21117,21118,0.005326138
21781,21118,20,0.002788139999999999
21782,20,21119,0.000463106
21783,21119,21,0.011043894
21784,21,21120,0.00213264
21785,21120,21121,0.00050574
21786,21121,22,0.0069591
21787,23,21122,0.00827303
21788,21122,21123,0.0017837699999999988
21789,21123,24,0.0016562
21790,27,21124,0.00162703
21791,21124,28,0.00265297
21792,28,21125,0.0206549
21793,21125,21126,0.01769233
21794,21126,21127,0.0009892399999999997
21795,21127,21128,0.0018409680000000001
21796,21128,21129,0.019102738
21797,21129,21130,0.0160719
21798,21130,21131,0.016073999999999998
21799,21131,21132,0.0074366
21800,21132,29,0.013993400000000001
21801,29,21133,0.0115878
21802,21133,21134,0.0022718900000000004
21803,21134,21135,0.0020150900000000006
21804,21135,21136,0.005928120000000001
21805,21136,21137,0.00610122
21806,21137,30,0.0006008999999999997
21807,30,21138,0.00571838
21808,21138,21139,0.0020904000000000005
21809,21139,21140,0.00037642999999999965
21810,21140,21141,0.00043808
21811,21141,31,0.00532053
21812,32,21142,0.00128574
21813,21142,33,0.0028602600000000003
21814,33,21143,0.0179161
21815,21143,21144,0.00867944
21816,21144,21145,0.01993114
21817,21145,21146,0.0047927
21818,21146,21147,0.0125998
21819,21147,21148,0.012669999999999999
21820,21148,34,0.012395699999999999
21821,34,21149,0.00120924
21822,21149,21150,0.00040624999999999993
21823,21150,21151,0.00107229
21824,21151,35,0.009903799999999999
21825,35,21152,0.0116167
21826,21152,21153,0.0035499
21827,21153,21154,0.014766699999999999
21828,21154,21155,0.005549200000000001
21829,21155,21156,0.0149402
21830,21156,21157,0.001998099999999999
21831,21157,21158,0.014345199999999999
21832,21158,21159,0.0094262
21833,21159,21160,0.008984599999999999
21834,21160,21161,0.008009100000000002
21835,21161,36,0.0342321
21836,37,21162,0.00684579
21837,21162,21163,0.0023902299999999993
21838,21163,38,0.004491980000000001
21839,38,21164,0.00678888
21840,21164,21165,0.0025740300000000006
21841,21165,21166,0.01863969
21842,21166,21167,0.0137688
21843,21167,21168,0.0018778000000000006
21844,21168,21169,0.0032414
21845,21169,39,0.0168308
21846,39,21170,0.00181269
21847,21170,21171,0.00498587
